书名,地址,作者,出版社,出版日期,价格,评分,评价
江城,https://book.douban.com/subject/7060185/,[美] 彼得·海斯勒 , 上海译文出版社 , 2012-1 , 36.00元,9.1,外国人眼中的涪陵
寻路中国,https://book.douban.com/subject/5414391/,[美] 彼得·海斯勒 , 上海译文出版社 , 2011-1 , 33.00元,9,《纽约客》驻北京记者驾车漫游中国大陆的经历
乡土中国,https://book.douban.com/subject/1795079/,费孝通 , 上海人民出版社 , 2006-04-01 ,38,9.2,中国乡土社会传统文化和社会结构理论研究代表作
傲慢与偏见,https://book.douban.com/subject/1083428/,[英] 奥斯丁 , 人民文学出版社 , 1993-7 , 13.00元,8.9,所有现代言情小说的母体
刀锋,https://book.douban.com/subject/2035162/,[英]毛姆 , 上海译文出版社 , 2007-3 , 18.00元,9,一把刀的锋刃不容易越过；因此智者说得救之道是困难的
城南旧事,https://book.douban.com/subject/1254588/,林海音 文 , 中国青年出版社 , 2003-7 , 16.00元,9,长亭外，古道边，芳草碧连天
沉默的大多数,https://book.douban.com/subject/1054685/,王小波 , 中国青年出版社 , 1997-10 , 27.00元,9.1,沉默是沉默者的通行证
明朝那些事儿（1-9）,https://book.douban.com/subject/3674537/,当年明月 , 中国海关出版社 , 2009-4 , 358.20元,9.1,不拘一格的历史书写
哈利·波特,https://book.douban.com/subject/24531956/,J.K.罗琳 (J.K.Rowling) , 人民文学出版社 , 2008-12-1 , 498.00元,9.7,从9¾站台开始的旅程
人类简史,https://book.douban.com/subject/25985021/,[以色列] 尤瓦尔·赫拉利 , 中信出版社 , 2014-11 , 68.00元,9.1,跟着人类一同走过十万年
冰与火之歌（卷一）,https://book.douban.com/subject/1336330/,[美] 乔治·R. R. 马丁 , 重庆出版社 , 2005-5 , 68.00元,9.3,凛冬将至。无比宏大的世界观
杀死一只知更鸟,https://book.douban.com/subject/6781808/,[美] 哈珀·李 , 译林出版社 , 2012-9 , 32.00元,9.2,有一种东西不能遵循从众原则，那就是——人的良心
追风筝的人,https://book.douban.com/subject/1770782/,[美] 卡勒德·胡赛尼 , 上海人民出版社 , 2006-5 , 29.00元,8.9,为你，千千万万遍
月亮和六便士,https://book.douban.com/subject/1858513/,[英] 毛姆 , 上海译文出版社 , 2006-8 , 15.00元,9,有多少人会经历顿悟，就有更少的人甘愿自我放逐
笑傲江湖（全四册）,https://book.douban.com/subject/1002299/,金庸 , 生活·读书·新知三联书店 , 1994-5 , 76.80元,9,欲练此功，必先自宫
肖申克的救赎,https://book.douban.com/subject/1829226/,[美] 斯蒂芬·金 , 人民文学出版社 , 2006-7 , 29.90元,9.1,豆瓣电影Top1原著
呐喊,https://book.douban.com/subject/1449351/,鲁迅 , 人民文学出版社 ,1973年3月, 0.36元,9,新文学的第一声呐喊
基督山伯爵,https://book.douban.com/subject/1085860/,大仲马 , 上海译文出版社 , 1991-12-1 , 43.90元,9,一个报恩复仇的故事，以法国波旁王朝和七月王朝为背景
中国历代政治得失,https://book.douban.com/subject/1003479/,钱穆 , 生活·读书·新知三联书店 ,2001, 12.00元,9.2,一部简明的“中国政治制度史”
东方快车谋杀案,https://book.douban.com/subject/1827374/,[英] 阿加莎·克里斯蒂 , 人民文学出版社 , 2006-5 , 18.00元,9,谋杀诡计惊人，波洛的抉择耐人寻味
万历十五年,https://book.douban.com/subject/1041482/,[美] 黄仁宇 , 生活·读书·新知三联书店 , 1997-5 , 18.00元,8.9,见微知著，历史观的颠覆
嫌疑人X的献身,https://book.douban.com/subject/3211779/,[日] 东野圭吾 , 南海出版公司 , 2008-9 ,28,8.9,数学好是一种极致的浪漫
新名字的故事,https://book.douban.com/subject/26986954/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2017-4 , 59.00元,9.1,探索青年时代的激情、困惑、挣扎、背叛和失去
失踪的孩子,https://book.douban.com/subject/30172069/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2018-7 , 62.00元,9.2,我的整个生命，只是一场为了提升社会地位的低俗斗争。
江城,https://book.douban.com/subject/7060185/,[美] 彼得·海斯勒 , 上海译文出版社 , 2012-1 , 36.00元,9.1,外国人眼中的涪陵
寻路中国,https://book.douban.com/subject/5414391/,[美] 彼得·海斯勒 , 上海译文出版社 , 2011-1 , 33.00元,9,《纽约客》驻北京记者驾车漫游中国大陆的经历
乡土中国,https://book.douban.com/subject/1795079/,费孝通 , 上海人民出版社 , 2006-04-01 ,38,9.2,中国乡土社会传统文化和社会结构理论研究代表作
傲慢与偏见,https://book.douban.com/subject/1083428/,[英] 奥斯丁 , 人民文学出版社 , 1993-7 , 13.00元,8.9,所有现代言情小说的母体
刀锋,https://book.douban.com/subject/2035162/,[英]毛姆 , 上海译文出版社 , 2007-3 , 18.00元,9,一把刀的锋刃不容易越过；因此智者说得救之道是困难的
城南旧事,https://book.douban.com/subject/1254588/,林海音 文 , 中国青年出版社 , 2003-7 , 16.00元,9,长亭外，古道边，芳草碧连天
射雕英雄传（全四册）,https://book.douban.com/subject/1044547/,金庸 , 生活·读书·新知三联书店 , 1999-04 , 47.00元,9,侠之大者，为国为民
明朝那些事儿（1-9）,https://book.douban.com/subject/3674537/,当年明月 , 中国海关出版社 , 2009-4 , 358.20元,9.1,不拘一格的历史书写
哈利·波特,https://book.douban.com/subject/24531956/,J.K.罗琳 (J.K.Rowling) , 人民文学出版社 , 2008-12-1 , 498.00元,9.7,从9¾站台开始的旅程
人类简史,https://book.douban.com/subject/25985021/,[以色列] 尤瓦尔·赫拉利 , 中信出版社 , 2014-11 , 68.00元,9.1,跟着人类一同走过十万年
冰与火之歌（卷一）,https://book.douban.com/subject/1336330/,[美] 乔治·R. R. 马丁 , 重庆出版社 , 2005-5 , 68.00元,9.3,凛冬将至。无比宏大的世界观
杀死一只知更鸟,https://book.douban.com/subject/6781808/,[美] 哈珀·李 , 译林出版社 , 2012-9 , 32.00元,9.2,有一种东西不能遵循从众原则，那就是——人的良心
追风筝的人,https://book.douban.com/subject/1770782/,[美] 卡勒德·胡赛尼 , 上海人民出版社 , 2006-5 , 29.00元,8.9,为你，千千万万遍
月亮和六便士,https://book.douban.com/subject/1858513/,[英] 毛姆 , 上海译文出版社 , 2006-8 , 15.00元,9,有多少人会经历顿悟，就有更少的人甘愿自我放逐
笑傲江湖（全四册）,https://book.douban.com/subject/1002299/,金庸 , 生活·读书·新知三联书店 , 1994-5 , 76.80元,9,欲练此功，必先自宫
肖申克的救赎,https://book.douban.com/subject/1829226/,[美] 斯蒂芬·金 , 人民文学出版社 , 2006-7 , 29.90元,9.1,豆瓣电影Top1原著
呐喊,https://book.douban.com/subject/1449351/,鲁迅 , 人民文学出版社 ,1973年3月, 0.36元,9,新文学的第一声呐喊
基督山伯爵,https://book.douban.com/subject/1085860/,大仲马 , 上海译文出版社 , 1991-12-1 , 43.90元,9,一个报恩复仇的故事，以法国波旁王朝和七月王朝为背景
中国历代政治得失,https://book.douban.com/subject/1003479/,钱穆 , 生活·读书·新知三联书店 ,2001, 12.00元,9.2,一部简明的“中国政治制度史”
东方快车谋杀案,https://book.douban.com/subject/1827374/,[英] 阿加莎·克里斯蒂 , 人民文学出版社 , 2006-5 , 18.00元,9,谋杀诡计惊人，波洛的抉择耐人寻味
万历十五年,https://book.douban.com/subject/1041482/,[美] 黄仁宇 , 生活·读书·新知三联书店 , 1997-5 , 18.00元,8.9,见微知著，历史观的颠覆
嫌疑人X的献身,https://book.douban.com/subject/3211779/,[日] 东野圭吾 , 南海出版公司 , 2008-9 ,28,8.9,数学好是一种极致的浪漫
新名字的故事,https://book.douban.com/subject/26986954/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2017-4 , 59.00元,9.1,探索青年时代的激情、困惑、挣扎、背叛和失去
失踪的孩子,https://book.douban.com/subject/30172069/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2018-7 , 62.00元,9.2,我的整个生命，只是一场为了提升社会地位的低俗斗争。
江城,https://book.douban.com/subject/7060185/,[美] 彼得·海斯勒 , 上海译文出版社 , 2012-1 , 36.00元,9.1,外国人眼中的涪陵
寻路中国,https://book.douban.com/subject/5414391/,[美] 彼得·海斯勒 , 上海译文出版社 , 2011-1 , 33.00元,9,《纽约客》驻北京记者驾车漫游中国大陆的经历
乡土中国,https://book.douban.com/subject/1795079/,费孝通 , 上海人民出版社 , 2006-04-01 ,38,9.2,中国乡土社会传统文化和社会结构理论研究代表作
傲慢与偏见,https://book.douban.com/subject/1083428/,[英] 奥斯丁 , 人民文学出版社 , 1993-7 , 13.00元,8.9,所有现代言情小说的母体
刀锋,https://book.douban.com/subject/2035162/,[英]毛姆 , 上海译文出版社 , 2007-3 , 18.00元,9,一把刀的锋刃不容易越过；因此智者说得救之道是困难的
城南旧事,https://book.douban.com/subject/1254588/,林海音 文 , 中国青年出版社 , 2003-7 , 16.00元,9,长亭外，古道边，芳草碧连天
射雕英雄传（全四册）,https://book.douban.com/subject/1044547/,金庸 , 生活·读书·新知三联书店 , 1999-04 , 47.00元,9,侠之大者，为国为民
黄金时代,https://book.douban.com/subject/1089243/,王小波 , 花城出版社 , 1999-3 , 19.00元,8.9,我想爱，想吃，还想在一瞬间变成天上半明半暗的云
哈利·波特,https://book.douban.com/subject/24531956/,J.K.罗琳 (J.K.Rowling) , 人民文学出版社 , 2008-12-1 , 498.00元,9.7,从9¾站台开始的旅程
人类简史,https://book.douban.com/subject/25985021/,[以色列] 尤瓦尔·赫拉利 , 中信出版社 , 2014-11 , 68.00元,9.1,跟着人类一同走过十万年
冰与火之歌（卷一）,https://book.douban.com/subject/1336330/,[美] 乔治·R. R. 马丁 , 重庆出版社 , 2005-5 , 68.00元,9.3,凛冬将至。无比宏大的世界观
杀死一只知更鸟,https://book.douban.com/subject/6781808/,[美] 哈珀·李 , 译林出版社 , 2012-9 , 32.00元,9.2,有一种东西不能遵循从众原则，那就是——人的良心
追风筝的人,https://book.douban.com/subject/1770782/,[美] 卡勒德·胡赛尼 , 上海人民出版社 , 2006-5 , 29.00元,8.9,为你，千千万万遍
月亮和六便士,https://book.douban.com/subject/1858513/,[英] 毛姆 , 上海译文出版社 , 2006-8 , 15.00元,9,有多少人会经历顿悟，就有更少的人甘愿自我放逐
笑傲江湖（全四册）,https://book.douban.com/subject/1002299/,金庸 , 生活·读书·新知三联书店 , 1994-5 , 76.80元,9,欲练此功，必先自宫
肖申克的救赎,https://book.douban.com/subject/1829226/,[美] 斯蒂芬·金 , 人民文学出版社 , 2006-7 , 29.90元,9.1,豆瓣电影Top1原著
呐喊,https://book.douban.com/subject/1449351/,鲁迅 , 人民文学出版社 ,1973年3月, 0.36元,9,新文学的第一声呐喊
基督山伯爵,https://book.douban.com/subject/1085860/,大仲马 , 上海译文出版社 , 1991-12-1 , 43.90元,9,一个报恩复仇的故事，以法国波旁王朝和七月王朝为背景
中国历代政治得失,https://book.douban.com/subject/1003479/,钱穆 , 生活·读书·新知三联书店 ,2001, 12.00元,9.2,一部简明的“中国政治制度史”
东方快车谋杀案,https://book.douban.com/subject/1827374/,[英] 阿加莎·克里斯蒂 , 人民文学出版社 , 2006-5 , 18.00元,9,谋杀诡计惊人，波洛的抉择耐人寻味
万历十五年,https://book.douban.com/subject/1041482/,[美] 黄仁宇 , 生活·读书·新知三联书店 , 1997-5 , 18.00元,8.9,见微知著，历史观的颠覆
嫌疑人X的献身,https://book.douban.com/subject/3211779/,[日] 东野圭吾 , 南海出版公司 , 2008-9 ,28,8.9,数学好是一种极致的浪漫
新名字的故事,https://book.douban.com/subject/26986954/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2017-4 , 59.00元,9.1,探索青年时代的激情、困惑、挣扎、背叛和失去
失踪的孩子,https://book.douban.com/subject/30172069/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2018-7 , 62.00元,9.2,我的整个生命，只是一场为了提升社会地位的低俗斗争。
江城,https://book.douban.com/subject/7060185/,[美] 彼得·海斯勒 , 上海译文出版社 , 2012-1 , 36.00元,9.1,外国人眼中的涪陵
寻路中国,https://book.douban.com/subject/5414391/,[美] 彼得·海斯勒 , 上海译文出版社 , 2011-1 , 33.00元,9,《纽约客》驻北京记者驾车漫游中国大陆的经历
乡土中国,https://book.douban.com/subject/1795079/,费孝通 , 上海人民出版社 , 2006-04-01 ,38,9.2,中国乡土社会传统文化和社会结构理论研究代表作
傲慢与偏见,https://book.douban.com/subject/1083428/,[英] 奥斯丁 , 人民文学出版社 , 1993-7 , 13.00元,8.9,所有现代言情小说的母体
刀锋,https://book.douban.com/subject/2035162/,[英]毛姆 , 上海译文出版社 , 2007-3 , 18.00元,9,一把刀的锋刃不容易越过；因此智者说得救之道是困难的
城南旧事,https://book.douban.com/subject/1254588/,林海音 文 , 中国青年出版社 , 2003-7 , 16.00元,9,长亭外，古道边，芳草碧连天
射雕英雄传（全四册）,https://book.douban.com/subject/1044547/,金庸 , 生活·读书·新知三联书店 , 1999-04 , 47.00元,9,侠之大者，为国为民
黄金时代,https://book.douban.com/subject/1089243/,王小波 , 花城出版社 , 1999-3 , 19.00元,8.9,我想爱，想吃，还想在一瞬间变成天上半明半暗的云
格林童话全集,https://book.douban.com/subject/1043008/,[德国]格林兄弟 , 人民文学出版社 , 1994-11 , 21.45元,9,一本有教育意义的书
人类简史,https://book.douban.com/subject/25985021/,[以色列] 尤瓦尔·赫拉利 , 中信出版社 , 2014-11 , 68.00元,9.1,跟着人类一同走过十万年
冰与火之歌（卷一）,https://book.douban.com/subject/1336330/,[美] 乔治·R. R. 马丁 , 重庆出版社 , 2005-5 , 68.00元,9.3,凛冬将至。无比宏大的世界观
杀死一只知更鸟,https://book.douban.com/subject/6781808/,[美] 哈珀·李 , 译林出版社 , 2012-9 , 32.00元,9.2,有一种东西不能遵循从众原则，那就是——人的良心
追风筝的人,https://book.douban.com/subject/1770782/,[美] 卡勒德·胡赛尼 , 上海人民出版社 , 2006-5 , 29.00元,8.9,为你，千千万万遍
月亮和六便士,https://book.douban.com/subject/1858513/,[英] 毛姆 , 上海译文出版社 , 2006-8 , 15.00元,9,有多少人会经历顿悟，就有更少的人甘愿自我放逐
笑傲江湖（全四册）,https://book.douban.com/subject/1002299/,金庸 , 生活·读书·新知三联书店 , 1994-5 , 76.80元,9,欲练此功，必先自宫
肖申克的救赎,https://book.douban.com/subject/1829226/,[美] 斯蒂芬·金 , 人民文学出版社 , 2006-7 , 29.90元,9.1,豆瓣电影Top1原著
呐喊,https://book.douban.com/subject/1449351/,鲁迅 , 人民文学出版社 ,1973年3月, 0.36元,9,新文学的第一声呐喊
基督山伯爵,https://book.douban.com/subject/1085860/,大仲马 , 上海译文出版社 , 1991-12-1 , 43.90元,9,一个报恩复仇的故事，以法国波旁王朝和七月王朝为背景
中国历代政治得失,https://book.douban.com/subject/1003479/,钱穆 , 生活·读书·新知三联书店 ,2001, 12.00元,9.2,一部简明的“中国政治制度史”
东方快车谋杀案,https://book.douban.com/subject/1827374/,[英] 阿加莎·克里斯蒂 , 人民文学出版社 , 2006-5 , 18.00元,9,谋杀诡计惊人，波洛的抉择耐人寻味
万历十五年,https://book.douban.com/subject/1041482/,[美] 黄仁宇 , 生活·读书·新知三联书店 , 1997-5 , 18.00元,8.9,见微知著，历史观的颠覆
嫌疑人X的献身,https://book.douban.com/subject/3211779/,[日] 东野圭吾 , 南海出版公司 , 2008-9 ,28,8.9,数学好是一种极致的浪漫
新名字的故事,https://book.douban.com/subject/26986954/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2017-4 , 59.00元,9.1,探索青年时代的激情、困惑、挣扎、背叛和失去
失踪的孩子,https://book.douban.com/subject/30172069/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2018-7 , 62.00元,9.2,我的整个生命，只是一场为了提升社会地位的低俗斗争。
江城,https://book.douban.com/subject/7060185/,[美] 彼得·海斯勒 , 上海译文出版社 , 2012-1 , 36.00元,9.1,外国人眼中的涪陵
寻路中国,https://book.douban.com/subject/5414391/,[美] 彼得·海斯勒 , 上海译文出版社 , 2011-1 , 33.00元,9,《纽约客》驻北京记者驾车漫游中国大陆的经历
乡土中国,https://book.douban.com/subject/1795079/,费孝通 , 上海人民出版社 , 2006-04-01 ,38,9.2,中国乡土社会传统文化和社会结构理论研究代表作
傲慢与偏见,https://book.douban.com/subject/1083428/,[英] 奥斯丁 , 人民文学出版社 , 1993-7 , 13.00元,8.9,所有现代言情小说的母体
刀锋,https://book.douban.com/subject/2035162/,[英]毛姆 , 上海译文出版社 , 2007-3 , 18.00元,9,一把刀的锋刃不容易越过；因此智者说得救之道是困难的
城南旧事,https://book.douban.com/subject/1254588/,林海音 文 , 中国青年出版社 , 2003-7 , 16.00元,9,长亭外，古道边，芳草碧连天
射雕英雄传（全四册）,https://book.douban.com/subject/1044547/,金庸 , 生活·读书·新知三联书店 , 1999-04 , 47.00元,9,侠之大者，为国为民
黄金时代,https://book.douban.com/subject/1089243/,王小波 , 花城出版社 , 1999-3 , 19.00元,8.9,我想爱，想吃，还想在一瞬间变成天上半明半暗的云
格林童话全集,https://book.douban.com/subject/1043008/,[德国]格林兄弟 , 人民文学出版社 , 1994-11 , 21.45元,9,一本有教育意义的书
白鹿原,https://book.douban.com/subject/10564071/,陈忠实 , 人民文学出版社 , 2012-9 , 39.00元,9.2,一轴关于我们民族灵魂的现实主义画卷
冰与火之歌（卷一）,https://book.douban.com/subject/1336330/,[美] 乔治·R. R. 马丁 , 重庆出版社 , 2005-5 , 68.00元,9.3,凛冬将至。无比宏大的世界观
杀死一只知更鸟,https://book.douban.com/subject/6781808/,[美] 哈珀·李 , 译林出版社 , 2012-9 , 32.00元,9.2,有一种东西不能遵循从众原则，那就是——人的良心
追风筝的人,https://book.douban.com/subject/1770782/,[美] 卡勒德·胡赛尼 , 上海人民出版社 , 2006-5 , 29.00元,8.9,为你，千千万万遍
月亮和六便士,https://book.douban.com/subject/1858513/,[英] 毛姆 , 上海译文出版社 , 2006-8 , 15.00元,9,有多少人会经历顿悟，就有更少的人甘愿自我放逐
笑傲江湖（全四册）,https://book.douban.com/subject/1002299/,金庸 , 生活·读书·新知三联书店 , 1994-5 , 76.80元,9,欲练此功，必先自宫
肖申克的救赎,https://book.douban.com/subject/1829226/,[美] 斯蒂芬·金 , 人民文学出版社 , 2006-7 , 29.90元,9.1,豆瓣电影Top1原著
呐喊,https://book.douban.com/subject/1449351/,鲁迅 , 人民文学出版社 ,1973年3月, 0.36元,9,新文学的第一声呐喊
基督山伯爵,https://book.douban.com/subject/1085860/,大仲马 , 上海译文出版社 , 1991-12-1 , 43.90元,9,一个报恩复仇的故事，以法国波旁王朝和七月王朝为背景
中国历代政治得失,https://book.douban.com/subject/1003479/,钱穆 , 生活·读书·新知三联书店 ,2001, 12.00元,9.2,一部简明的“中国政治制度史”
东方快车谋杀案,https://book.douban.com/subject/1827374/,[英] 阿加莎·克里斯蒂 , 人民文学出版社 , 2006-5 , 18.00元,9,谋杀诡计惊人，波洛的抉择耐人寻味
万历十五年,https://book.douban.com/subject/1041482/,[美] 黄仁宇 , 生活·读书·新知三联书店 , 1997-5 , 18.00元,8.9,见微知著，历史观的颠覆
嫌疑人X的献身,https://book.douban.com/subject/3211779/,[日] 东野圭吾 , 南海出版公司 , 2008-9 ,28,8.9,数学好是一种极致的浪漫
新名字的故事,https://book.douban.com/subject/26986954/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2017-4 , 59.00元,9.1,探索青年时代的激情、困惑、挣扎、背叛和失去
失踪的孩子,https://book.douban.com/subject/30172069/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2018-7 , 62.00元,9.2,我的整个生命，只是一场为了提升社会地位的低俗斗争。
江城,https://book.douban.com/subject/7060185/,[美] 彼得·海斯勒 , 上海译文出版社 , 2012-1 , 36.00元,9.1,外国人眼中的涪陵
寻路中国,https://book.douban.com/subject/5414391/,[美] 彼得·海斯勒 , 上海译文出版社 , 2011-1 , 33.00元,9,《纽约客》驻北京记者驾车漫游中国大陆的经历
乡土中国,https://book.douban.com/subject/1795079/,费孝通 , 上海人民出版社 , 2006-04-01 ,38,9.2,中国乡土社会传统文化和社会结构理论研究代表作
傲慢与偏见,https://book.douban.com/subject/1083428/,[英] 奥斯丁 , 人民文学出版社 , 1993-7 , 13.00元,8.9,所有现代言情小说的母体
刀锋,https://book.douban.com/subject/2035162/,[英]毛姆 , 上海译文出版社 , 2007-3 , 18.00元,9,一把刀的锋刃不容易越过；因此智者说得救之道是困难的
城南旧事,https://book.douban.com/subject/1254588/,林海音 文 , 中国青年出版社 , 2003-7 , 16.00元,9,长亭外，古道边，芳草碧连天
射雕英雄传（全四册）,https://book.douban.com/subject/1044547/,金庸 , 生活·读书·新知三联书店 , 1999-04 , 47.00元,9,侠之大者，为国为民
黄金时代,https://book.douban.com/subject/1089243/,王小波 , 花城出版社 , 1999-3 , 19.00元,8.9,我想爱，想吃，还想在一瞬间变成天上半明半暗的云
格林童话全集,https://book.douban.com/subject/1043008/,[德国]格林兄弟 , 人民文学出版社 , 1994-11 , 21.45元,9,一本有教育意义的书
白鹿原,https://book.douban.com/subject/10564071/,陈忠实 , 人民文学出版社 , 2012-9 , 39.00元,9.2,一轴关于我们民族灵魂的现实主义画卷
无人生还,https://book.douban.com/subject/3006581/,[英] 阿加莎・克里斯蒂 , 人民文学出版社 , 2008-3 ,19,8.9,童谣杀人案
杀死一只知更鸟,https://book.douban.com/subject/6781808/,[美] 哈珀·李 , 译林出版社 , 2012-9 , 32.00元,9.2,有一种东西不能遵循从众原则，那就是——人的良心
追风筝的人,https://book.douban.com/subject/1770782/,[美] 卡勒德·胡赛尼 , 上海人民出版社 , 2006-5 , 29.00元,8.9,为你，千千万万遍
月亮和六便士,https://book.douban.com/subject/1858513/,[英] 毛姆 , 上海译文出版社 , 2006-8 , 15.00元,9,有多少人会经历顿悟，就有更少的人甘愿自我放逐
笑傲江湖（全四册）,https://book.douban.com/subject/1002299/,金庸 , 生活·读书·新知三联书店 , 1994-5 , 76.80元,9,欲练此功，必先自宫
肖申克的救赎,https://book.douban.com/subject/1829226/,[美] 斯蒂芬·金 , 人民文学出版社 , 2006-7 , 29.90元,9.1,豆瓣电影Top1原著
呐喊,https://book.douban.com/subject/1449351/,鲁迅 , 人民文学出版社 ,1973年3月, 0.36元,9,新文学的第一声呐喊
基督山伯爵,https://book.douban.com/subject/1085860/,大仲马 , 上海译文出版社 , 1991-12-1 , 43.90元,9,一个报恩复仇的故事，以法国波旁王朝和七月王朝为背景
中国历代政治得失,https://book.douban.com/subject/1003479/,钱穆 , 生活·读书·新知三联书店 ,2001, 12.00元,9.2,一部简明的“中国政治制度史”
东方快车谋杀案,https://book.douban.com/subject/1827374/,[英] 阿加莎·克里斯蒂 , 人民文学出版社 , 2006-5 , 18.00元,9,谋杀诡计惊人，波洛的抉择耐人寻味
万历十五年,https://book.douban.com/subject/1041482/,[美] 黄仁宇 , 生活·读书·新知三联书店 , 1997-5 , 18.00元,8.9,见微知著，历史观的颠覆
嫌疑人X的献身,https://book.douban.com/subject/3211779/,[日] 东野圭吾 , 南海出版公司 , 2008-9 ,28,8.9,数学好是一种极致的浪漫
新名字的故事,https://book.douban.com/subject/26986954/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2017-4 , 59.00元,9.1,探索青年时代的激情、困惑、挣扎、背叛和失去
失踪的孩子,https://book.douban.com/subject/30172069/,[意] 埃莱娜·费兰特 , 人民文学出版社 , 2018-7 , 62.00元,9.2,我的整个生命，只是一场为了提升社会地位的低俗斗争。
江城,https://book.douban.com/subject/7060185/,[美] 彼得·海斯勒 , 上海译文出版社 , 2012-1 , 36.00元,9.1,外国人眼中的涪陵
寻路中国,https://book.douban.com/subject/5414391/,[美] 彼得·海斯勒 , 上海译文出版社 , 2011-1 , 33.00元,9,《纽约客》驻北京记者驾车漫游中国大陆的经历
乡土中国,https://book.douban.com/subject/1795079/,费孝通 , 上海人民出版社 , 2006-04-01 ,38,9.2,中国乡土社会传统文化和社会结构理论研究代表作
傲慢与偏见,https://book.douban.com/subject/1083428/,[英] 奥斯丁 , 人民文学出版社 , 1993-7 , 13.00元,8.9,所有现代言情小说的母体
刀锋,https://book.douban.com/subject/2035162/,[英]毛姆 , 上海译文出版社 , 2007-3 , 18.00元,9,一把刀的锋刃不容易越过；因此智者说得救之道是困难的
城南旧事,https://book.douban.com/subject/1254588/,林海音 文 , 中国青年出版社 , 2003-7 , 16.00元,9,长亭外，古道边，芳草碧连天
射雕英雄传（全四册）,https://book.douban.com/subject/1044547/,金庸 , 生活·读书·新知三联书店 , 1999-04 , 47.00元,9,侠之大者，为国为民
黄金时代,https://book.douban.com/subject/1089243/,王小波 , 花城出版社 , 1999-3 , 19.00元,8.9,我想爱，想吃，还想在一瞬间变成天上半明半暗的云
格林童话全集,https://book.douban.com/subject/1043008/,[德国]格林兄弟 , 人民文学出版社 , 1994-11 , 21.45元,9,一本有教育意义的书
白鹿原,https://book.douban.com/subject/10564071/,陈忠实 , 人民文学出版社 , 2012-9 , 39.00元,9.2,一轴关于我们民族灵魂的现实主义画卷
无人生还,https://book.douban.com/subject/3006581/,[英] 阿加莎・克里斯蒂 , 人民文学出版社 , 2008-3 ,19,8.9,童谣杀人案
我与地坛,https://book.douban.com/subject/1209899/,史铁生 , 春风文艺出版社 , 2002-5 , 25.00元,9.1,这是你的罪孽与福祉
